year,trade_activity,dollars
2011,sctg26_fwp_wood_impt,767104552
2011,sctg27_ppp_papr_puplp_expt,2542921904
2011,sctg27_ppp_papr_puplp_impt,700616302
2011,sctg28_ppp_papr_paper_expt,654647614
2011,sctg28_ppp_papr_paper_impt,1172332832
2011,sctg29_ppp_papr_print_expt,385894827
2011,sctg29_ppp_papr_print_impt,1032009371
2011,sctg30_oth_clth_expt,488854572
2011,sctg30_oth_clth_impt,2559893599
2011,sctg31_cms_min_expt,684543618
2011,sctg31_cms_min_impt,917257006
2011,sctg32_mit_metl_base_expt,3225474468
2011,sctg32_mit_metl_base_impt,3420417952
2011,sctg33_mit_metl_prod_expt,1972197867
2011,sctg33_mit_metl_prod_impt,2443041282
2011,sctg34_mit_mach_expt,4308510358
2011,sctg34_mit_mach_impt,6367199168
2011,sctg35_mit_elct_expt,28754158327
2011,sctg35_mit_elct_impt,6324968941
2011,sctg36_mit_tran_expt,2109795944
2011,sctg36_mit_tran_impt,8780943161
2011,sctg37_mit_inst_transp_expt,1910926300
2011,sctg37_mit_inst_transp_impt,1236051096
2011,sctg38_mit_inst_prec_expt,2340321296
2011,sctg38_mit_inst_prec_impt,2656908881
2011,sctg39_oth_furn_expt,900884329
2011,sctg39_oth_furn_impt,1639269293
2011,sctg40_oth_misc_expt,807372062
2011,sctg40_oth_misc_impt,1832022365
2011,sctg41_waste_scrap_expt,106651865
2011,sctg41_waste_scrap_impt,162147855
2011,transport_expt,1843534316
2011,transport_impt,2059900740
2011,wholesale_trade_expt,2380087002
2011,wholesale_trade_impt,3015317557
2012,accommodations_expt,1688492039
2012,accommodations_impt,1960210714
2012,communications_and_utilities_expt,3559331257
2012,communications_and_utilities_impt,6545350667
2012,construction_expt,167312213
2012,construction_impt,231044755
2012,education_reports_to_sponsors_expt,1152438
2012,education_reports_to_sponsors_impt,104397949
2012,energy_expt,1245785978
2012,energy_impt,2573064112
2012,entertainment_services_expt,245952267
2012,entertainment_services_impt,941383639
2012,fire_business_and_professional_services_expt,11582135972
2012,fire_business_and_professional_services_impt,21009072702
2012,food_services_expt,163502887
2012,food_services_impt,510928996
2012,government_administration_expt,46331205
2012,government_administration_impt,41769576
2012,health_services_expt,1776039583
2012,health_services_impt,2456362330
2012,higher_education_expt,117732849
2012,higher_education_impt,328546873
2012,personal_and_other_services_and_amusements_expt,569496888
2012,personal_and_other_services_and_amusements_impt,1492208998
2012,retail_trade_expt,512602669
2012,retail_trade_impt,3118315540
2012,sctg01_fkp_lvsk_expt,250337159
2012,sctg01_fkp_lvsk_impt,233416493
2012,sctg02_fkp_agri_cereal_expt,122522880
2012,sctg02_fkp_agri_cereal_impt,597851554
2012,sctg03_fkp_agri_other_expt,2000919135
2012,sctg03_fkp_agri_other_impt,1019040639
2012,sctg04_fkp_feed_expt,246072085
2012,sctg04_fkp_feed_impt,727165190
2012,sctg05_fkp_food_meat_expt,1643895149
2012,sctg05_fkp_food_meat_impt,2475173599
2012,sctg06_fkp_agri_grain_expt,1120864392
2012,sctg06_fkp_agri_grain_impt,981654956
2012,sctg07_fkp_food_prep_expt,7880364378
2012,sctg07_fkp_food_prep_impt,5764141269
2012,sctg08_fkp_food_alc_expt,2708505501
2012,sctg08_fkp_food_alc_impt,1558909962
2012,sctg10_cms_clay_expt,26711998
2012,sctg10_cms_clay_impt,7595548
2012,sctg11_cms_sand_expt,101599118
2012,sctg11_cms_sand_impt,20178133
2012,sctg13_cms_mine_nonmet_expt,18803520
2012,sctg13_cms_mine_nonmet_impt,49496335
2012,sctg14_cms_mine_met_expt,11633364
2012,sctg14_cms_mine_met_impt,461648411
2012,sctg15_pcc_coal_expt,0
2012,sctg15_pcc_coal_impt,207058348
2012,sctg16_pcc_petr_crude_expt,12969254
2012,sctg16_pcc_petr_crude_impt,922571407
2012,sctg17_pcc_fuel_expt,945846
2012,sctg17_pcc_fuel_impt,2420112742
2012,sctg18_pcc_petr_oil_expt,472923
2012,sctg18_pcc_petr_oil_impt,1210056371
2012,sctg19_pcc_coal_prod_expt,604236706
2012,sctg19_pcc_coal_prod_impt,2719483721
2012,sctg20_pcc_chem_basic_expt,1094786956
2012,sctg20_pcc_chem_basic_impt,1671695510
2012,sctg21_pcc_chem_pharma_expt,454684811
2012,sctg21_pcc_chem_pharma_impt,4557177118
2012,sctg22_pcc_chem_fert_expt,309305792
2012,sctg22_pcc_chem_fert_impt,300513625
2012,sctg23_pcc_chem_prod_expt,859617606
2012,sctg23_pcc_chem_prod_impt,2460529466
2012,sctg24_pcc_petr_plast_expt,2005880485
2012,sctg24_pcc_petr_plast_impt,3583011691
2012,sctg25_fwp_logs_expt,332731211
2012,sctg25_fwp_logs_impt,130829151
2012,sctg26_fwp_wood_expt,3970040251
2012,sctg26_fwp_wood_impt,806499979
2012,sctg27_ppp_papr_puplp_expt,2634500483
2012,sctg27_ppp_papr_puplp_impt,723203701
2012,sctg28_ppp_papr_paper_expt,681171354
2012,sctg28_ppp_papr_paper_impt,1202063996
2012,sctg29_ppp_papr_print_expt,412991361
2012,sctg29_ppp_papr_print_impt,1044068961
2012,sctg30_oth_clth_expt,508981328
2012,sctg30_oth_clth_impt,2598313304
2012,sctg31_cms_min_expt,719690507
2012,sctg31_cms_min_impt,949563626
2012,sctg32_mit_metl_base_expt,3412032756
2012,sctg32_mit_metl_base_impt,3600548585
2012,sctg33_mit_metl_prod_expt,2071357065
2012,sctg33_mit_metl_prod_impt,2532545424
2012,sctg34_mit_mach_expt,4575782972
2012,sctg34_mit_mach_impt,6522548936
2012,sctg35_mit_elct_expt,30333711638
2012,sctg35_mit_elct_impt,6501260681
2012,sctg36_mit_tran_expt,2257385923
2012,sctg36_mit_tran_impt,8912522841
2012,sctg37_mit_inst_transp_expt,1943474609
2012,sctg37_mit_inst_transp_impt,1250829675
2012,sctg38_mit_inst_prec_expt,2504898551
2012,sctg38_mit_inst_prec_impt,2692634348
2012,sctg39_oth_furn_expt,974430260
2012,sctg39_oth_furn_impt,1669507319
2012,sctg40_oth_misc_expt,865577526
2012,sctg40_oth_misc_impt,1856459917
2012,sctg41_waste_scrap_expt,107681177
2012,sctg41_waste_scrap_impt,171030281
2012,transport_expt,1859852847
2012,transport_impt,2090626618
2012,wholesale_trade_expt,2438694302
2012,wholesale_trade_impt,3081248756
2013,accommodations_expt,1699743711
2013,accommodations_impt,1978246494
2013,communications_and_utilities_expt,3572011851
2013,communications_and_utilities_impt,6602593110
2013,construction_expt,172921609
2013,construction_impt,233077336
2013,education_reports_to_sponsors_expt,1151207
2013,education_reports_to_sponsors_impt,105263115
2013,energy_expt,1265926872
2013,energy_impt,2603771440
2013,entertainment_services_expt,248810534
2013,entertainment_services_impt,950254016
2013,fire_business_and_professional_services_expt,11655886486
2013,fire_business_and_professional_services_impt,21257343825
2013,food_services_expt,164587921
2013,food_services_impt,515527455
2013,government_administration_expt,46517746
2013,government_administration_impt,42177914
2013,health_services_expt,1790705861
2013,health_services_impt,2476719954
2013,higher_education_expt,117936971
2013,higher_education_impt,331368438
2013,personal_and_other_services_and_amusements_expt,573436540
2013,personal_and_other_services_and_amusements_impt,1505701614
2013,retail_trade_expt,531341948
2013,retail_trade_impt,3162584698
2013,sctg01_fkp_lvsk_expt,260294381
2013,sctg01_fkp_lvsk_impt,243572743
2013,sctg02_fkp_agri_cereal_expt,126958351
2013,sctg02_fkp_agri_cereal_impt,622656035
2013,sctg03_fkp_agri_other_expt,2081401371
2013,sctg03_fkp_agri_other_impt,1049936472
2013,sctg04_fkp_feed_expt,257698608
2013,sctg04_fkp_feed_impt,738829272
2013,sctg05_fkp_food_meat_expt,1720432058
2013,sctg05_fkp_food_meat_impt,2516519349
2013,sctg06_fkp_agri_grain_expt,1174325390
2013,sctg06_fkp_agri_grain_impt,993511568
2013,sctg07_fkp_food_prep_expt,8251785698
2013,sctg07_fkp_food_prep_impt,5889048575
2013,sctg08_fkp_food_alc_expt,2745166802
2013,sctg08_fkp_food_alc_impt,1572600414
2013,sctg10_cms_clay_expt,28110905
2013,sctg10_cms_clay_impt,7967810
2013,sctg11_cms_sand_expt,107166665
2013,sctg11_cms_sand_impt,20770188
2013,sctg13_cms_mine_nonmet_expt,19815863
2013,sctg13_cms_mine_nonmet_impt,50487206
2013,sctg14_cms_mine_met_expt,12273446
2013,sctg14_cms_mine_met_impt,482117806
2013,sctg15_pcc_coal_expt,0
2013,sctg15_pcc_coal_impt,212746550
2013,sctg16_pcc_petr_crude_expt,13499229
2013,sctg16_pcc_petr_crude_impt,937098505
2013,sctg17_pcc_fuel_expt,984632
2013,sctg17_pcc_fuel_impt,2460554202
2013,sctg18_pcc_petr_oil_expt,492316
2013,sctg18_pcc_petr_oil_impt,1230277101
2013,sctg19_pcc_coal_prod_expt,614539971
2013,sctg19_pcc_coal_prod_impt,2767170576
2013,sctg20_pcc_chem_basic_expt,1113164763
2013,sctg20_pcc_chem_basic_impt,1703069093
2013,sctg21_pcc_chem_pharma_expt,476129565
2013,sctg21_pcc_chem_pharma_impt,4600590266
2013,sctg22_pcc_chem_fert_expt,313955685
2013,sctg22_pcc_chem_fert_impt,310346457
2013,sctg23_pcc_chem_prod_expt,884561972
2013,sctg23_pcc_chem_prod_impt,2506279862
2013,sctg24_pcc_petr_plast_expt,2031441680
2013,sctg24_pcc_petr_plast_impt,3668794523
2013,sctg25_fwp_logs_expt,344868629
2013,sctg25_fwp_logs_impt,136618029
2013,sctg26_fwp_wood_expt,4254490696
2013,sctg26_fwp_wood_impt,846686996
2013,sctg27_ppp_papr_puplp_expt,2691201689
2013,sctg27_ppp_papr_puplp_impt,740673726
2013,sctg28_ppp_papr_paper_expt,704535836
2013,sctg28_ppp_papr_paper_impt,1234775265
2013,sctg29_ppp_papr_print_expt,436502708
2013,sctg29_ppp_papr_print_impt,1056783743
2013,sctg30_oth_clth_expt,530764107
2013,sctg30_oth_clth_impt,2634354202
2013,sctg31_cms_min_expt,739008538
2013,sctg31_cms_min_impt,979737938
2013,sctg32_mit_metl_base_expt,3499936357
2013,sctg32_mit_metl_base_impt,3657507524
2013,sctg33_mit_metl_prod_expt,2109075472
2013,sctg33_mit_metl_prod_impt,2581729963
2013,sctg34_mit_mach_expt,4639786078
2013,sctg34_mit_mach_impt,6607574183
2013,sctg35_mit_elct_expt,30748850518
2013,sctg35_mit_elct_impt,6589886912
2013,sctg36_mit_tran_expt,2243632579
2013,sctg36_mit_tran_impt,8999369370
2013,sctg37_mit_inst_transp_expt,1832684921
2013,sctg37_mit_inst_transp_impt,1239766968
2013,sctg38_mit_inst_prec_expt,2571023533
2013,sctg38_mit_inst_prec_impt,2716488389
2013,sctg39_oth_furn_expt,1012238784
2013,sctg39_oth_furn_impt,1698662476
2013,sctg40_oth_misc_expt,906235359
2013,sctg40_oth_misc_impt,1877183768
2013,sctg41_waste_scrap_expt,108328030
2013,sctg41_waste_scrap_impt,173592714
2013,transport_expt,1883185420
2013,transport_impt,2123136770
2013,wholesale_trade_expt,2557721371
2013,wholesale_trade_impt,3144583269
2014,accommodations_expt,1758010859
2014,accommodations_impt,2007419216
2014,communications_and_utilities_expt,3710016923
2014,communications_and_utilities_impt,6713843843
2014,construction_expt,189429983
2014,construction_impt,240467925
2014,education_reports_to_sponsors_expt,1175481
2014,education_reports_to_sponsors_impt,106169271
2014,energy_expt,1345033251
2014,energy_impt,2737030977
2014,entertainment_services_expt,257721975
2014,entertainment_services_impt,963796653
2014,fire_business_and_professional_services_expt,12108231315
2014,fire_business_and_professional_services_impt,21769692539
2014,food_services_expt,170301438
2014,food_services_impt,521901399
2014,government_administration_expt,48328501
2014,government_administration_impt,43229244
2014,health_services_expt,1857510798
2014,health_services_impt,2498832594
2014,higher_education_expt,120018954
2014,higher_education_impt,334401938
2014,personal_and_other_services_and_amusements_expt,593252001
2014,personal_and_other_services_and_amusements_impt,1523861436
2014,retail_trade_expt,555545972
2014,retail_trade_impt,3214287695
2014,sctg01_fkp_lvsk_expt,260542006
2014,sctg01_fkp_lvsk_impt,254900565
2014,sctg02_fkp_agri_cereal_expt,127186501
2014,sctg02_fkp_agri_cereal_impt,653669511
2014,sctg03_fkp_agri_other_expt,2083161972
2014,sctg03_fkp_agri_other_impt,1088736840
2014,sctg04_fkp_feed_expt,272403386
2014,sctg04_fkp_feed_impt,747473140
2014,sctg05_fkp_food_meat_expt,1820149159
2014,sctg05_fkp_food_meat_impt,2580876492
2014,sctg06_fkp_agri_grain_expt,1246424898
2014,sctg06_fkp_agri_grain_impt,1009915881
2014,sctg07_fkp_food_prep_expt,8746409812
2014,sctg07_fkp_food_prep_impt,6065114850
2014,sctg08_fkp_food_alc_expt,2811316629
2014,sctg08_fkp_food_alc_impt,1591586312
2014,sctg10_cms_clay_expt,28373880
2014,sctg10_cms_clay_impt,8601685
2014,sctg11_cms_sand_expt,108124167
2014,sctg11_cms_sand_impt,21312494
2014,sctg13_cms_mine_nonmet_expt,19989972
2014,sctg13_cms_mine_nonmet_impt,51764983
2014,sctg14_cms_mine_met_expt,12381338
2014,sctg14_cms_mine_met_impt,494971998
2014,sctg15_pcc_coal_expt,0
2014,sctg15_pcc_coal_impt,220932278
2014,sctg16_pcc_petr_crude_expt,13485587
2014,sctg16_pcc_petr_crude_impt,970268928
2014,sctg17_pcc_fuel_expt,1004945
2014,sctg17_pcc_fuel_impt,2529180332
2014,sctg18_pcc_petr_oil_expt,502472
2014,sctg18_pcc_petr_oil_impt,1264590166
2014,sctg19_pcc_coal_prod_expt,639160013
2014,sctg19_pcc_coal_prod_impt,2838464072
2014,sctg20_pcc_chem_basic_expt,1157098749
2014,sctg20_pcc_chem_basic_impt,1724221013
2014,sctg21_pcc_chem_pharma_expt,510974778
2014,sctg21_pcc_chem_pharma_impt,4669692866
2014,sctg22_pcc_chem_fert_expt,317324311
2014,sctg22_pcc_chem_fert_impt,317026915
2014,sctg23_pcc_chem_prod_expt,917810951
2014,sctg23_pcc_chem_prod_impt,2559830507
2014,sctg24_pcc_petr_plast_expt,2080425444
2014,sctg24_pcc_petr_plast_impt,3800809382
2014,sctg25_fwp_logs_expt,352841052
2014,sctg25_fwp_logs_impt,140577687
2014,sctg26_fwp_wood_expt,4353670586
2014,sctg26_fwp_wood_impt,876177874
2014,sctg27_ppp_papr_puplp_expt,2729349213
2014,sctg27_ppp_papr_puplp_impt,764946747
2014,sctg28_ppp_papr_paper_expt,738443147
2014,sctg28_ppp_papr_paper_impt,1281768838
2014,sctg29_ppp_papr_print_expt,456444879
2014,sctg29_ppp_papr_print_impt,1078998465
2014,sctg30_oth_clth_expt,550612934
2014,sctg30_oth_clth_impt,2679762263
2014,sctg31_cms_min_expt,757374327
2014,sctg31_cms_min_impt,1025836406
2014,sctg32_mit_metl_base_expt,3589792406
2014,sctg32_mit_metl_base_impt,3696617407
2014,sctg33_mit_metl_prod_expt,2183670520
2014,sctg33_mit_metl_prod_impt,2673021349
2014,sctg34_mit_mach_expt,4727367277
2014,sctg34_mit_mach_impt,6785754508
2014,sctg35_mit_elct_expt,29564467870
2014,sctg35_mit_elct_impt,6680111515
2014,sctg36_mit_tran_expt,2410130839
2014,sctg36_mit_tran_impt,9152589860
